client_name,market
Alat,Saudi Arabia
Aldar,United Arab Emirates
Arab Bank,Jordan
Arab Bank,Palestine
Arab Bank,Lebanon
Arab Bank,Egypt
Arab Bank,United Arab Emirates
Arab Bank,Qatar
Arab Bank,Bahrain
Arab Bank,Morocco
Arab Bank,Algeria
Dabur,Egypt
Edita,Egypt
Qatar Airways,MALAYSIA
