brand,group_uid,final_status,detail,line_no
Dr Agarwals,b8f94ce6-6297-4dce-a8d2-c4381a4b5d7d,Success,"[{'uid': 'bde1d6bd-0fca-424b-bbd7-add4deb645b0', 'group_uid': 'b8f94ce6-6297-4dce-a8d2-c4381a4b5d7d', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '8c4869f5-5707-4c78-b9c3-138e4785758d'}, {'uid': '23a44d58-e6a5-4712-961f-bd75cfd6147f', 'group_uid': 'b8f94ce6-6297-4dce-a8d2-c4381a4b5d7d', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '8c4869f5-5707-4c78-b9c3-138e4785758d'}, {'uid': 'a81b6562-84f7-4ed9-89fe-6bb9687be8ad', 'group_uid': 'b8f94ce6-6297-4dce-a8d2-c4381a4b5d7d', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '8c4869f5-5707-4c78-b9c3-138e4785758d'}]",174
Dr.D.Y.Patil Vidyapeeth Centre For Online Learning,57e4a2a9-002d-4970-bb5b-d13ecc2b1b68,Success,"[{'uid': 'a1685af2-6c96-496b-ab68-c9486ef77ccb', 'group_uid': '57e4a2a9-002d-4970-bb5b-d13ecc2b1b68', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'fb7bf0ee-31b4-4c95-86f8-799b8524630e'}, {'uid': 'd4445a91-e20a-4c15-942a-11471a7965b1', 'group_uid': '57e4a2a9-002d-4970-bb5b-d13ecc2b1b68', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'fb7bf0ee-31b4-4c95-86f8-799b8524630e'}, {'uid': 'e8e8d9a7-d017-49b8-9714-08167dd4f952', 'group_uid': '57e4a2a9-002d-4970-bb5b-d13ecc2b1b68', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'fb7bf0ee-31b4-4c95-86f8-799b8524630e'}]",178
Eastern Condiments,ad23ad98-1ef1-492e-b08c-b7af63a30c5d,Success,"[{'uid': 'dc0c506e-c8e6-4ec6-8b56-09ba972853c0', 'group_uid': 'ad23ad98-1ef1-492e-b08c-b7af63a30c5d', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'c67d83f7-2124-4d9a-b606-a9551106605c'}, {'uid': 'e54e3c2f-0b37-4a67-a6ef-4b82651d0bf4', 'group_uid': 'ad23ad98-1ef1-492e-b08c-b7af63a30c5d', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'c67d83f7-2124-4d9a-b606-a9551106605c'}, {'uid': '8a0b9967-9d35-4465-9852-38fd682b4fc6', 'group_uid': 'ad23ad98-1ef1-492e-b08c-b7af63a30c5d', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'c67d83f7-2124-4d9a-b606-a9551106605c'}]",185
Duroflex,558fdc3b-feb1-4aa5-bc4c-848e294b3dc5,Success,"[{'uid': 'cf8ca068-85c1-448b-bea4-2c3198ce91ec', 'group_uid': '558fdc3b-feb1-4aa5-bc4c-848e294b3dc5', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '672a06a9-2c49-4afb-964f-98baf3c63579'}, {'uid': '48493709-43e7-4005-bf6e-35c7b236675e', 'group_uid': '558fdc3b-feb1-4aa5-bc4c-848e294b3dc5', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '672a06a9-2c49-4afb-964f-98baf3c63579'}, {'uid': 'efe5839a-affd-4eea-96f4-b9f52a6973e1', 'group_uid': '558fdc3b-feb1-4aa5-bc4c-848e294b3dc5', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '672a06a9-2c49-4afb-964f-98baf3c63579'}]",188
DS Intellectual Properties,e3bf8741-0256-43cf-bbe0-cb2284e5bc69,Success,"[{'uid': 'f36cac2c-d58c-40fd-80e3-426d59de4d66', 'group_uid': 'e3bf8741-0256-43cf-bbe0-cb2284e5bc69', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '85bc66d9-4843-4d98-9cc1-35e228ac2faa'}, {'uid': '0fee688b-ea1e-4508-a339-bf53816dcdfd', 'group_uid': 'e3bf8741-0256-43cf-bbe0-cb2284e5bc69', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '85bc66d9-4843-4d98-9cc1-35e228ac2faa'}, {'uid': '94c2fa18-36ee-45a6-8065-dddfd66e7211', 'group_uid': 'e3bf8741-0256-43cf-bbe0-cb2284e5bc69', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '85bc66d9-4843-4d98-9cc1-35e228ac2faa'}]",190
Dream11 Fantasy,555d1d97-9451-49d8-b670-ea605d898f6e,Success,"[{'uid': 'a826b7d2-0c70-46cd-b6c1-ff1baa1c5db2', 'group_uid': '555d1d97-9451-49d8-b670-ea605d898f6e', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'cbfde1cc-dcd8-4682-a94d-25a840a6418d'}, {'uid': '142f0754-cb5d-4fce-aa70-1b370996a953', 'group_uid': '555d1d97-9451-49d8-b670-ea605d898f6e', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'cbfde1cc-dcd8-4682-a94d-25a840a6418d'}, {'uid': '4fbc2a59-a00a-4856-8aa4-2a78d9fa1ebb', 'group_uid': '555d1d97-9451-49d8-b670-ea605d898f6e', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'cbfde1cc-dcd8-4682-a94d-25a840a6418d'}]",198
Embassy Of Usa C/O - Jhpiego Corporation,461184ce-38cc-4f0f-a6da-2d0e77673e11,Success,"[{'uid': 'd6401687-0bbf-4725-a05d-9621fac54b4a', 'group_uid': '461184ce-38cc-4f0f-a6da-2d0e77673e11', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'bacb0464-852d-4e63-9a69-0fbf0fde36f3'}, {'uid': '28907792-dc8c-45ba-9447-3dbec4f7f6d2', 'group_uid': '461184ce-38cc-4f0f-a6da-2d0e77673e11', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'bacb0464-852d-4e63-9a69-0fbf0fde36f3'}, {'uid': '6674d147-fb11-4c49-80e9-ef8b58db0ce1', 'group_uid': '461184ce-38cc-4f0f-a6da-2d0e77673e11', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'bacb0464-852d-4e63-9a69-0fbf0fde36f3'}]",204
Eenadu Television,afe391c4-528a-4631-a112-5c2e4fe73ae2,Success,"[{'uid': '8f460a25-cc38-424e-b117-a9c21093faae', 'group_uid': 'afe391c4-528a-4631-a112-5c2e4fe73ae2', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'd1a9f315-091b-4467-a9ce-47f5a6adaf3c'}, {'uid': '8f6c199f-eed8-4e20-8506-b4b49bb8232b', 'group_uid': 'afe391c4-528a-4631-a112-5c2e4fe73ae2', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'd1a9f315-091b-4467-a9ce-47f5a6adaf3c'}, {'uid': '17b40193-8916-4804-94ed-141750547acf', 'group_uid': 'afe391c4-528a-4631-a112-5c2e4fe73ae2', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'd1a9f315-091b-4467-a9ce-47f5a6adaf3c'}]",208
EPX Uptech,acae66ce-9e58-4da3-b192-359da1251b41,Success,"[{'uid': '6f37b949-84a1-494f-8a1c-e07a1f65a033', 'group_uid': 'acae66ce-9e58-4da3-b192-359da1251b41', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'd5019e8a-1f34-4cfe-a3f2-3528ca6ca0e7'}, {'uid': '594fb444-cc4b-4b54-b372-2f05920285ad', 'group_uid': 'acae66ce-9e58-4da3-b192-359da1251b41', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'd5019e8a-1f34-4cfe-a3f2-3528ca6ca0e7'}, {'uid': '4c6cac79-09e3-48f9-9333-b2c5743190f6', 'group_uid': 'acae66ce-9e58-4da3-b192-359da1251b41', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'd5019e8a-1f34-4cfe-a3f2-3528ca6ca0e7'}]",215
Eastern Condiments,c18c3035-57ad-4b54-ae01-55db2af5b244,422 - Already Exists,"❌ Failed to patch roles for existing group c18c3035-57ad-4b54-ae01-55db2af5b244: Patch roles failed: 422 - {""code"":422,""message"":""Item with (group_id, role_id, account_id)=(c18c3035-57ad-4b54-ae01-55db2af5b244, 1544916c-0ce0-4042-a8e5-6e18042c73b7, c67d83f7-2124-4d9a-b606-a9551106605c) already exists""}",220
ESPN Digital Media,eab51f4b-a4f7-4f79-8f9d-58299e40fbc2,Success,"[{'uid': 'a2894546-4cc9-4b1d-b58c-fed9c3d132b9', 'group_uid': 'eab51f4b-a4f7-4f79-8f9d-58299e40fbc2', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '85f9e1f8-e51a-4271-9ff9-6dd32b26a73f'}, {'uid': 'fbc09c36-a000-4417-a284-900506a9366d', 'group_uid': 'eab51f4b-a4f7-4f79-8f9d-58299e40fbc2', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '85f9e1f8-e51a-4271-9ff9-6dd32b26a73f'}, {'uid': 'c64866ba-029a-400b-bafc-bef6e72d35a2', 'group_uid': 'eab51f4b-a4f7-4f79-8f9d-58299e40fbc2', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '85f9e1f8-e51a-4271-9ff9-6dd32b26a73f'}]",224
Espresso Financial Services,2ca57fd8-f95f-49a4-a6a9-734434404b66,Success,"[{'uid': 'd537a5fa-db3e-430c-ba94-7d07737a40ea', 'group_uid': '2ca57fd8-f95f-49a4-a6a9-734434404b66', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '9317b0f6-cc5a-431e-bd3f-7fd04cc3a2ff'}, {'uid': '731928e3-0c6b-4011-89ef-84445135f693', 'group_uid': '2ca57fd8-f95f-49a4-a6a9-734434404b66', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '9317b0f6-cc5a-431e-bd3f-7fd04cc3a2ff'}, {'uid': 'e90f121d-020d-4982-9c1e-fba8873a8534', 'group_uid': '2ca57fd8-f95f-49a4-a6a9-734434404b66', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '9317b0f6-cc5a-431e-bd3f-7fd04cc3a2ff'}]",228
Duroflex,cf8a7f4b-2bb7-4ed3-9eb9-af5551ecfd89,422 - Already Exists,"❌ Failed to patch roles for existing group cf8a7f4b-2bb7-4ed3-9eb9-af5551ecfd89: Patch roles failed: 422 - {""code"":422,""message"":""Item with (group_id, role_id, account_id)=(cf8a7f4b-2bb7-4ed3-9eb9-af5551ecfd89, 1544916c-0ce0-4042-a8e5-6e18042c73b7, 672a06a9-2c49-4afb-964f-98baf3c63579) already exists""}",233
Esme Consumer,b05f0954-18fa-45d5-819d-6cbbee1f33cb,Success,"[{'uid': 'b62a3af6-85ef-4388-af38-264ac8380341', 'group_uid': 'b05f0954-18fa-45d5-819d-6cbbee1f33cb', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'd3f8b5fc-a705-4faf-a960-61b536c53ee4'}, {'uid': '249fc0bc-32ec-4f40-9f00-3f182d01de21', 'group_uid': 'b05f0954-18fa-45d5-819d-6cbbee1f33cb', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'd3f8b5fc-a705-4faf-a960-61b536c53ee4'}, {'uid': '75f0015d-c53c-4279-aa03-eccec00b3c58', 'group_uid': 'b05f0954-18fa-45d5-819d-6cbbee1f33cb', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'd3f8b5fc-a705-4faf-a960-61b536c53ee4'}]",239
Ess Gee Trendz Retail,e14fc6ec-c173-4ab2-bdf0-ee4d2335472a,Success,"[{'uid': 'a2e16c13-c789-4303-8cbb-b38b25be6fde', 'group_uid': 'e14fc6ec-c173-4ab2-bdf0-ee4d2335472a', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '9d7d2360-cf2a-4b66-8a77-38a3bbdb7249'}, {'uid': '22babeeb-12f2-4b74-801a-900c24f40f22', 'group_uid': 'e14fc6ec-c173-4ab2-bdf0-ee4d2335472a', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '9d7d2360-cf2a-4b66-8a77-38a3bbdb7249'}, {'uid': 'dd140cc1-3dd8-4e70-b164-c33f3d73c5ef', 'group_uid': 'e14fc6ec-c173-4ab2-bdf0-ee4d2335472a', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '9d7d2360-cf2a-4b66-8a77-38a3bbdb7249'}]",243
Exide Industries,0cbea426-d77d-43bb-9db0-370e90735ce9,Success,"[{'uid': 'e18c0a38-1f13-4e2d-8d82-ddc9a04db03b', 'group_uid': '0cbea426-d77d-43bb-9db0-370e90735ce9', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '8352242f-c5e7-4b2a-bdf5-ded54af8a714'}, {'uid': '2412be30-3fda-48f6-bfc2-27877d0c61f5', 'group_uid': '0cbea426-d77d-43bb-9db0-370e90735ce9', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '8352242f-c5e7-4b2a-bdf5-ded54af8a714'}, {'uid': '79cd2fae-1aab-420a-89a2-9c73ed8d903b', 'group_uid': '0cbea426-d77d-43bb-9db0-370e90735ce9', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '8352242f-c5e7-4b2a-bdf5-ded54af8a714'}]",253
Ferrero,3d5620d0-3176-470f-8969-29c636eebd5a,Success,"[{'uid': 'c526d776-5135-4660-9d0a-066b67e4e830', 'group_uid': '3d5620d0-3176-470f-8969-29c636eebd5a', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '3cf209b9-8370-4873-bb9b-1609ab493476'}, {'uid': '21fc144c-d3ea-40e8-ad75-976b3542dd99', 'group_uid': '3d5620d0-3176-470f-8969-29c636eebd5a', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '3cf209b9-8370-4873-bb9b-1609ab493476'}, {'uid': '9744f2a8-8daf-483f-a082-d6a3ffd2d385', 'group_uid': '3d5620d0-3176-470f-8969-29c636eebd5a', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '3cf209b9-8370-4873-bb9b-1609ab493476'}]",258
Purplle,4bc89e77-79ed-47b0-bbab-83b98d2d5b9f,Success,"[{'uid': '800c9d12-32aa-4554-b261-58feab3223eb', 'group_uid': '4bc89e77-79ed-47b0-bbab-83b98d2d5b9f', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'e15e1915-09e6-48b1-b30a-da7af593ef8b'}, {'uid': 'bb0b100f-4082-47e9-b0dc-7bd8fa9d38b6', 'group_uid': '4bc89e77-79ed-47b0-bbab-83b98d2d5b9f', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'e15e1915-09e6-48b1-b30a-da7af593ef8b'}, {'uid': '5b57d3bc-2a88-4172-99d9-fe5e13916942', 'group_uid': '4bc89e77-79ed-47b0-bbab-83b98d2d5b9f', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'e15e1915-09e6-48b1-b30a-da7af593ef8b'}]",262
Fieldfresh Foods,cc6a5ffc-34bb-4fc4-b1f2-87a628a34b60,Success,"[{'uid': '667bfbd8-d3dc-4fcc-8264-a6e9030a2568', 'group_uid': 'cc6a5ffc-34bb-4fc4-b1f2-87a628a34b60', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'ff5a746b-76ac-4883-a077-4e9edd015494'}, {'uid': '8ac9e3f5-cb15-424f-b68e-4523a1fec631', 'group_uid': 'cc6a5ffc-34bb-4fc4-b1f2-87a628a34b60', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'ff5a746b-76ac-4883-a077-4e9edd015494'}, {'uid': '4780e2c7-75e8-461b-a4ca-07baa79d6598', 'group_uid': 'cc6a5ffc-34bb-4fc4-b1f2-87a628a34b60', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'ff5a746b-76ac-4883-a077-4e9edd015494'}]",266
Finnovation Tech Solutions,9ba1a1dd-080b-4870-9547-e652e7f808b6,Success,"[{'uid': '9e67c790-9b78-4e4d-ba01-8f9edc5f416d', 'group_uid': '9ba1a1dd-080b-4870-9547-e652e7f808b6', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '6adb450a-3c9a-4ec1-907e-d35c2aba4564'}, {'uid': '0bf7adae-3738-4392-bfb6-990bf082abb8', 'group_uid': '9ba1a1dd-080b-4870-9547-e652e7f808b6', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '6adb450a-3c9a-4ec1-907e-d35c2aba4564'}, {'uid': '44893f2f-84cc-4046-8692-9b8562b61636', 'group_uid': '9ba1a1dd-080b-4870-9547-e652e7f808b6', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '6adb450a-3c9a-4ec1-907e-d35c2aba4564'}]",270
Finzoom Investment Advisors,24a6f6e7-7724-4779-835c-78e5dc1b923f,Success,"[{'uid': 'c5ee4cd5-95ab-4822-a3f0-63c39f14e779', 'group_uid': '24a6f6e7-7724-4779-835c-78e5dc1b923f', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '9add544d-6ff1-49a5-b1ca-798419030a65'}, {'uid': '02777308-04a1-4aa0-92d5-2d949fadd117', 'group_uid': '24a6f6e7-7724-4779-835c-78e5dc1b923f', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '9add544d-6ff1-49a5-b1ca-798419030a65'}, {'uid': 'f731cf0d-d187-4a2e-bc10-19479b834252', 'group_uid': '24a6f6e7-7724-4779-835c-78e5dc1b923f', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '9add544d-6ff1-49a5-b1ca-798419030a65'}]",276
Eureka Forbes,161a1308-1093-4648-8db5-bd0f880d75fc,422 - Already Exists,"❌ Failed to patch roles for existing group 161a1308-1093-4648-8db5-bd0f880d75fc: Patch roles failed: 422 - {""code"":422,""message"":""Item with (group_id, role_id, account_id)=(161a1308-1093-4648-8db5-bd0f880d75fc, 1544916c-0ce0-4042-a8e5-6e18042c73b7, 825e9ff6-3503-4319-a881-96174de63e86) already exists""}",282
Frankin Templeton,eaad2af6-d0d5-4f66-8f0a-89ac182f4d86,Success,"[{'uid': 'e6ad2ded-4a43-4157-bc90-b2f057255ab9', 'group_uid': 'eaad2af6-d0d5-4f66-8f0a-89ac182f4d86', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '2b734cfb-3fa7-4158-9392-ff72799e512e'}, {'uid': '3ddcba2b-0d74-441b-9ace-4ab21ccdb88e', 'group_uid': 'eaad2af6-d0d5-4f66-8f0a-89ac182f4d86', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '2b734cfb-3fa7-4158-9392-ff72799e512e'}, {'uid': '311b4d53-2d51-4cbd-97ea-943f4db8e5b6', 'group_uid': 'eaad2af6-d0d5-4f66-8f0a-89ac182f4d86', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '2b734cfb-3fa7-4158-9392-ff72799e512e'}]",284
Friday Code,a5fd20e3-80f5-458f-8694-a8f3a8c0c2ff,Success,"[{'uid': '73bc69f8-5b48-4007-a0b4-ffdabab23805', 'group_uid': 'a5fd20e3-80f5-458f-8694-a8f3a8c0c2ff', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '6f82dfa9-73f5-4bca-81fd-415123ffca6c'}, {'uid': 'bca6dbc4-c50b-4634-91b8-01a7960e281a', 'group_uid': 'a5fd20e3-80f5-458f-8694-a8f3a8c0c2ff', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '6f82dfa9-73f5-4bca-81fd-415123ffca6c'}, {'uid': '066e7415-741e-4b05-ba97-c180c3d4a003', 'group_uid': 'a5fd20e3-80f5-458f-8694-a8f3a8c0c2ff', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '6f82dfa9-73f5-4bca-81fd-415123ffca6c'}]",289
Eureka Forbes,7c0b7860-7197-4a06-9312-db8bd3e3b7e8,Success,"[{'uid': 'fb4820c4-8162-4c14-a897-826b435a6406', 'group_uid': '7c0b7860-7197-4a06-9312-db8bd3e3b7e8', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '825e9ff6-3503-4319-a881-96174de63e86'}, {'uid': 'e5d29c6e-afff-4130-9aad-b864e2355017', 'group_uid': '7c0b7860-7197-4a06-9312-db8bd3e3b7e8', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '825e9ff6-3503-4319-a881-96174de63e86'}, {'uid': '839b60ac-3bd8-4242-81de-6bdf46144c58', 'group_uid': '7c0b7860-7197-4a06-9312-db8bd3e3b7e8', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '825e9ff6-3503-4319-a881-96174de63e86'}]",294
Franklin Templeton,5a2bc49e-fc18-4d11-a147-ca76820f5b94,Success,"[{'uid': '04e34734-1368-4727-b336-99d482c82560', 'group_uid': '5a2bc49e-fc18-4d11-a147-ca76820f5b94', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '2726abf0-1511-4456-86bf-c50c0210c7e2'}, {'uid': '8139271a-74fd-496c-9792-4ff5415948e6', 'group_uid': '5a2bc49e-fc18-4d11-a147-ca76820f5b94', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '2726abf0-1511-4456-86bf-c50c0210c7e2'}, {'uid': '45ad22b1-f0c9-418b-91e1-ce4eed8f90d3', 'group_uid': '5a2bc49e-fc18-4d11-a147-ca76820f5b94', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '2726abf0-1511-4456-86bf-c50c0210c7e2'}]",298
Ferrero,d40aa256-3e83-4fc2-8015-c62743abbf82,422 - Already Exists,"❌ Failed to patch roles for existing group d40aa256-3e83-4fc2-8015-c62743abbf82: Patch roles failed: 422 - {""code"":422,""message"":""Item with (group_id, role_id, account_id)=(d40aa256-3e83-4fc2-8015-c62743abbf82, 1544916c-0ce0-4042-a8e5-6e18042c73b7, 3cf209b9-8370-4873-bb9b-1609ab493476) already exists""}",304
Fujifilm,5b945603-2f00-443e-abaa-213a9fdc4d09,Success,"[{'uid': 'b274fc78-3e12-4900-a780-0a8e82ee2d65', 'group_uid': '5b945603-2f00-443e-abaa-213a9fdc4d09', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '95315646-dc14-4981-859c-11ad3d27bd89'}, {'uid': 'd0187af9-5132-4a9f-969a-319ad5307e23', 'group_uid': '5b945603-2f00-443e-abaa-213a9fdc4d09', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '95315646-dc14-4981-859c-11ad3d27bd89'}, {'uid': '4ed0cd83-98a0-4291-bb94-208c11b01df0', 'group_uid': '5b945603-2f00-443e-abaa-213a9fdc4d09', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '95315646-dc14-4981-859c-11ad3d27bd89'}]",308
Future Play Holdings,aaadbc02-c5bc-467f-a4ea-07aa44271138,Success,"[{'uid': 'c4dee006-76e2-4a6c-baef-7dc803e59518', 'group_uid': 'aaadbc02-c5bc-467f-a4ea-07aa44271138', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '549a45f2-07fa-4632-a1c2-a5b709ddaff6'}, {'uid': 'd77ff1e0-b93c-41c2-a70a-491303829735', 'group_uid': 'aaadbc02-c5bc-467f-a4ea-07aa44271138', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '549a45f2-07fa-4632-a1c2-a5b709ddaff6'}, {'uid': 'ce18b75a-697e-4867-b993-16182c736a34', 'group_uid': 'aaadbc02-c5bc-467f-a4ea-07aa44271138', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '549a45f2-07fa-4632-a1c2-a5b709ddaff6'}]",315
Fyers Securities,edb75a03-1026-4ea1-b540-90f6add1a8b8,Success,"[{'uid': '13fca83f-fd23-43f1-8700-32b80a913630', 'group_uid': 'edb75a03-1026-4ea1-b540-90f6add1a8b8', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '1f713765-ece4-47c6-8411-ba8fbe01ce90'}, {'uid': '096636f7-6f97-433a-bf58-24b4d2ec142a', 'group_uid': 'edb75a03-1026-4ea1-b540-90f6add1a8b8', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '1f713765-ece4-47c6-8411-ba8fbe01ce90'}, {'uid': '6dd77eb9-b95d-46b3-8ed7-e3caac9cfcf2', 'group_uid': 'edb75a03-1026-4ea1-b540-90f6add1a8b8', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '1f713765-ece4-47c6-8411-ba8fbe01ce90'}]",319
Future Generali India Life Insurance Company,b95b46a7-36dd-4123-b08f-ae7b9f3f43a6,Success,"[{'uid': '97dbeded-0b3d-4717-b820-901f1fcfc0df', 'group_uid': 'b95b46a7-36dd-4123-b08f-ae7b9f3f43a6', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'c84d9c2e-1f37-42bd-acdd-77590909b5e4'}, {'uid': '4ec5529c-2792-4c4a-9e16-b379ad5c690a', 'group_uid': 'b95b46a7-36dd-4123-b08f-ae7b9f3f43a6', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'c84d9c2e-1f37-42bd-acdd-77590909b5e4'}, {'uid': 'bcfe4e66-bb6e-4e49-a382-a315ec62cbc5', 'group_uid': 'b95b46a7-36dd-4123-b08f-ae7b9f3f43a6', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'c84d9c2e-1f37-42bd-acdd-77590909b5e4'}]",323
